name
Atlanta
Augusta
Columbus
Macon County
Savannah
Athens
Sandy Springs
South Fulton
Roswell
Johns Creek
Warner Robins
Albany
Alpharetta
Marietta
Brookhaven
Smyrna
Valdosta
Stonecrest
Dunwoody
Gainesville
Newnan
Peachtree Corners
Mableton
Milton
Peachtree City
Evans
Rome
Tucker
Statesboro
Douglasville
East Point
Martinez
Woodstock
Hinesville
Kennesaw
Dalton
Lawrenceville
Canton
Redan
Chamblee
Stockbridge
LaGrange
Duluth
Pooler
Carrollton
McDonough
Decatur
Sugar Hill
Candler-McAfee
Union City
Acworth
Cartersville
Griffin
Suwanee
Holly Springs
Snellville
Forest Park
Winder
St. Marys
Perry
Kingsland
Milledgeville
Fairburn
Thomasville
Fayetteville
Lithia Springs
North Druid Hills
Calhoun
Tifton
Villa Rica
Conyers
Grovetown
North Decatur
Norcross
Powder Springs
Buford
Brunswick
Dublin
Wilmington Island
Riverdale
Braselton
Belvedere Park
Richmond Hill
College Park
St. Simons
Dallas
Americus
Covington
Moultrie
Monroe
Loganville
Mountain Park
Waycross
Lilburn
Georgetown
Vinings
Jefferson
Clarkston
Bainbridge
Douglas
Port Wentworth
Scottdale
Cusseta-Chattahoochee County unified governme
Rincon
Panthersville
Vidalia
Locust Grove
Doraville
Cordele
Jesup
Fort Oglethorpe
Fort Stewart
Cedartown
Fair Oaks
Cairo
Flowery Branch
Fort Valley
Skidaway Island
Gresham Park
Thomaston
Fitzgerald
Garden City
Hampton
Toccoa
Druid Hills
Irondale
Country Club Estates
Lovejoy
McRae-Helena
Centerville
Dahlonega
Swainsboro
Tyrone
Auburn
Dock Junction
LaFayette
Morrow
Commerce
Austell
Eatonton
Whitemarsh Island
Bremen
Cumming
Dacula
Fairview
Hapeville
Barnesville
Thomson
Stone Mountain
Sylvester
Folkston
Conley
Jackson
Adel
Hawkinsville
Byron
Temple
Sandersville
Waynesboro
Cochran
Jonesboro
Palmetto
Lakeview
Cornelia
Adairsville
Nashville
Camilla
Eastman
Glennville
Lindale
Rockmart
Hartwell
Social Circle
Montgomery
Cleveland
Baxley
Grayson
Senoia
Hiram
Blakely
Euharlee
Madison
Elberton
Chatsworth
Walthourville
Lyons
Summerville
Springfield
Forsyth
Oakwood
Hazlehurst
Dawson
Jasper
Echols County consolidated government
Rossville
Ocilla
Manchester
Hephzibah
Metter
Washington
Ashburn
West Point
Ringgold
Blackshear
Bonanza
Harlem
Wrightsville
Quitman
Dawsonville
Chattahoochee Hills
Baldwin
Hannahs Mill
Cuthbert
Unadilla
Pelham
Vienna
Experiment
Grantville
Lakeland
Alma
Hardwick
Nicholls
Gray
Alamo
Chickamauga
Soperton
Tallapoosa
Chattanooga Valley
Kings Bay Base
Hogansville
Greensboro
Heron Bay
Leesburg
Hahira
Avondale Estates
Lula
Statham
Tybee Island
Watkinsville
Lake City
Montezuma
Pembroke
Monticello
Millen
Hoschton
Bloomingdale
Webster County unified government
Reidsville
Royston
Deenwood
Thunderbolt
Putney
Guyton
Indian Springs
Sylvania
Raoul
Isle of Hope
Abbeville
Lakeview Estates
East Dublin
Oxford
Ludowici
Georgetown-Quitman County unified government
Mount Vernon
Homerville
Tennille
Donalsonville
Lithonia
Gumlog
Louisville
Clayton
Lavonia
Maysville
Henderson
Ball Ground
Trion
Berkeley Lake
Midway
Claxton
Trenton
Reed Creek
Varnell
Bowdon
Demorest
Union Point
Arcade
Brooklet
Sparks
Buena Vista
Pearson
Davisboro
Darien
Nicholson
Unionville
Wrens
Shannon
Ellaville
Colquitt
Mount Zion
Morgan
Clarkesville
Gordon
Wadley
Butler
Ellijay
Richland
Warrenton
Young Harris
Emerson
Lookout Mountain
Twin City
Chester
Lincolnton
Lake Park
Russell
Porterdale
Blue Ridge
Talahi Island
Pine Mountain
Aragon
East Griffin
Nelson
Enigma
Woodbine
Walnut Grove
Robins AFB
Lumpkin
Boston
Willacoochee
Homer
Edison
Zebulon
Mount Airy
Winterville
Arlington
Lumber City
Moody AFB
McCaysville
Sparta
Omega
Nahunta
Broxton
Franklin Springs
Alto
Comer
Bogart
Buchanan
Marshallville
Dutch Island
Mountain City
Oglethorpe
Phillipsburg
Ray City
Clermont
Cave Spring
Hamilton
Rochelle
Remerton
Franklin
Dasher
Meigs
Roberta
Sunnyside
Waleska
Homeland
Norman Park
Hagan
Sardis
Reynolds
Jeffersonville
Hiawassee
Waverly Hall
Fort Gaines
Appling
Tunnel Hill
Shellman
Eton
Woodbury
Ivey
Rutledge
Poulan
Lenox
Crawford
Greenville
Luthersville
Talbotton
Newborn
Bowman
East Newnan
Resaca
Canon
Baconton
Riceboro
Screven
Patterson
North High Shoals
Bethlehem
Pine Lake
Ty Ty
Kingston
Fairmount
Allenhurst
Flemington
White
Doerun
Portal
Plains
Blythe
Blairsville
Ochlocknee
Flovilla
Alapaha
Sycamore
Sunset Village
Milner
Adrian
Milan
Smithville
Glenwood
Cohutta
Gibson
Pendergrass
Whitesburg
Pavo
Colbert
Carnesville
Danielsville
McIntyre
Cadwell
Helen
Uvalda
East Ellijay
Collins
Brooks
Mountain Park
Dexter
Dudley
Newton
Irwinton
Arabi
Berlin
Morven
Hoboken
Ailey
Coolidge
Waco
Williamson
Lincoln Park
Leary
Dearing
Stillmore
Lyerly
Odum
Shiloh
Yonah
Tignall
Bowersville
Toomsboro
Oak Park
Ephesus
Mansfield
Pineview
Funston
Crooked Creek
Menlo
Moreland
Offerman
Harrison
Tiger
Ideal
Crawfordville
Molena
Sumner
Woodville
Attapulgus
Bostwick
Warm Springs
Byromville
Jenkinsburg
Concord
Stapleton
Martin
Dillard
Braswell
Between
Ambrose
Salem
Mineral Bluff
Warwick
Empire
Centralhatchee
Arnoldsville
White Plains
Barwick
Rhine
Pinehurst
Ila
Leslie
Yatesville
Bronwood
